Age,Gender,Education Level,Job Title,Years of Experience,Salary
32,Female,Bachelor's Degree,Product,7,110000
23,Female,Bachelor's Degree,Developer,1,40000
33,Female,Master's Degree,Product,11,198000
54,Male,PhD,Engineer,17,195000
38,Female,PhD,Scientist,12,140000
27,Female,Bachelor's Degree,Engineer,4,73895
30,Female,PhD,Scientist,5,180000
30,Male,Master's Degree,Engineer,6,170000
42,Male,Master's Degree,Engineer,13,170000
24,Male,Bachelor's Degree,Analyst,2,95000
26,Male,High School,Sales,2,31000
24,Female,Bachelor's Degree,Developer,1,40000
45,Male,PhD,Engineer,16,185000
46,Male,Master's Degree,Engineer,20,174938
52,Male,PhD,Engineer,27,190596
30,Female,Bachelor's Degree,Sales,5,90000
39,Female,Bachelor's Degree,Financial,16,200000
32,Male,Bachelor's Degree,Product,7,170000
28,Female,Bachelor's Degree,Engineer,2,48000
27,Female,Bachelor's Degree,Engineer,3,70000
33,Male,Master's Degree,Scientist,8,120000
27,Male,Bachelor's Degree,Analyst,2,50000
24,Male,Bachelor's Degree,Analyst,1,90000
30,Male,PhD,Scientist,7,170000
26,Male,High School,Sales,1,26000
36,Female,Master's Degree,Engineer,13,140010
30,Male,High School,HR,2,33000
28,Female,High School,Sales,1,25000
25,Male,Bachelor's Degree,Product,1,60000
30,Female,Bachelor's Degree,Financial,4,55000
27,Male,PhD,Scientist,2,115000
39,Female,PhD,HR,13,130000
33,Female,Master's Degree,Engineer,9,135596
30,Male,PhD,Scientist,7,185000
34,Male,Master's Degree,Scientist,9,140000
32,Male,Master's Degree,Engineer,6,100000
44,Female,PhD,HR,14,140000
35,Female,Master's Degree,Analyst,9,120000
27,Female,Bachelor's Degree,Product,4,150000
36,Male,Bachelor's Degree,Sales,6,75000
42,Female,Master's Degree,HR,13,125000
54,Male,PhD,Engineer,17,195000
24,Female,High School,Sales,1,30000
37,Other,Master's Degree,Engineer,14,161393
49,Female,PhD,Engineer,17,195000
29,Male,Bachelor's Degree, Analyst,4,75000
25,Female,Bachelor's Degree,Analyst,2,110000
25,Male,Bachelor's Degree,Analyst,2,110000
30,Male,Bachelor's Degree,Developer,5,100000
49,Male,PhD,Engineer,17,195000
42,Male,PhD,Engineer,14,175000
45,Male,Master's Degree,Engineer,19,163780
25,Female,High School,Sales,1,35000
32,Female,Master's Degree,Engineer,6,115000
34,Male,Bachelor's Degree,Developer,3,50000
30,Male,Master's Degree,Engineer,6,170000
29,Male,Bachelor's Degree, Analyst,4,70000
26,Male,Bachelor's Degree,Analyst,3,130000
32,Male,PhD,Scientist,9,140000
27,Female,Bachelor's Degree,Developer,2,50000
30,Female,Master's Degree,Engineer,4,92438
28,Male,Bachelor's Degree,Engineer,4,75000
33,Female,Bachelor's Degree,Engineer,7,130000
44,Male,PhD,Scientist,16,160000
30,Male,High School,HR,2,33000
45,Male,PhD,Engineer,16,185000
32,Male,Bachelor's Degree,Developer,2,45000
35,Female,Bachelor's Degree,Sales,7,90000
27,Male,Bachelor's Degree,Product,2,55000
43,Female,Master's Degree,Engineer,19,152944
36,Male,Master's Degree,Engineer,13,146508
30,Male,Master's Degree,Engineer,5,105000
30,Female,Bachelor's Degree,Financial,4,55000
30,Female,Bachelor's Degree,Developer,2,75000
34,Male,Master's Degree,Scientist,9,140000
26,Male,High School,Sales,1,26000
26,Male,Bachelor's Degree,Engineer,2,60000
37,Male,Bachelor's Degree,Analyst,11,160000
30,Male,Bachelor's Degree,Engineer,5,75000
25,Male,Bachelor's Degree,Product,1,60000
44,Female,PhD,Scientist,16,160000
34,Male,Bachelor's Degree,Developer,3,50000
27,Female,Master's Degree,HR,3,50000
42,Male,PhD,Engineer,14,190000
32,Male,Bachelor's Degree,Engineer,8,190000
48,Male,PhD,Engineer,16,190000
30,Female,PhD,Scientist,7,185000
27,Male,Bachelor's Degree,Analyst,2,50000
33,Female,Bachelor's Degree,Engineer,7,130000
32,Male,Master's Degree,Developer,6,130000
35,Female,Master's Degree,Engineer,10,130355
29,Female,Bachelor's Degree,Developer,4,90000
25,Female,Bachelor's Degree,Analyst,2,110000
26,Male,Bachelor's Degree,Analyst,3,130000
40,Female,PhD,Engineer,12,160000
40,Female,PhD,Engineer,12,160000
28,Female,Bachelor's Degree,HR,3,45000
31,Male,Bachelor's Degree,Sales,9,140000
33,Male,Master's Degree,Engineer,10,117314
44,Male,PhD,Scientist,18,182000
29,Female,Bachelor's Degree,Engineer,6,103579
48,Male,PhD,Scientist,18,210000
29,Male,Bachelor's Degree,Product,3,60000
43,Male,PhD,Scientist,16,160000
26,Male,Bachelor's Degree,Analyst,3,130000
36,Male,PhD,Scientist,12,170000
26,Male,Bachelor's Degree,Developer,2,60000
27,Male,Bachelor's Degree,Engineer,4,140000
46,Male,PhD,Engineer,16,185000
28,Male,Bachelor's Degree,Developer,3,60000
27,Male,Bachelor's Degree,Developer,2,70000
30,Female,Master's Degree,Developer,5,105000
35,Male,Bachelor's Degree,Developer,8,140000
24,Male,Bachelor's Degree,Developer,1,55000
28,Male,Bachelor's Degree, Analyst,3,70000
36,Female,Master's Degree,Developer,7,85000
31,Female,Bachelor's Degree,HR,4,50000
32,Female,Master's Degree,Engineer,7,100000
26,Female,Bachelor's Degree,Analyst,3,130000
26,Male,Bachelor's Degree,Engineer,1,55000
49,Female,Bachelor's Degree,Developer,19,120177
40,Male,PhD,Scientist,15,150000
28,Male,Bachelor's Degree, Analyst,3,65000
29,Female,Bachelor's Degree,Sales,2,40000
26,Male,Bachelor's Degree,Product,2,50000
31,Male,Master's Degree,Engineer,8,130000
31,Male,High School,Sales,3,50000
33,Female,Master's Degree,Developer,5,110000
31,Male,Bachelor's Degree,Developer,6,85000
45,Male,PhD,Engineer,16,150000
48,Male,PhD,Engineer,16,190000
44,Female,Master's Degree,HR,15,152000
30,Male,Bachelor's Degree,Engineer,5,75000
36,Male,Bachelor's Degree,Sales,11,160000
29,Female,Master's Degree,Scientist,6,180000
30,Male,Bachelor's Degree,Developer,6,85000
26,Male,Bachelor's Degree,Analyst,3,130000
23,Male,High School,Sales,1,26000
32,Male,Master's Degree,Product,7,110000
29,Male,Bachelor's Degree,Engineer,4,65000
30,Male,Master's Degree,Engineer,5,105000
46,Male,PhD,Engineer,16,185000
43,Female,PhD,Scientist,15,150000
30,Female,PhD,Scientist,7,185000
29,Female,Master's Degree,Scientist,6,180000
39,Female,Bachelor's Degree,Financial,16,200000
24,Female,Bachelor's Degree,Developer,2,55000
26,Female,High School,Sales,1,35000
30,Male,Bachelor's Degree,Engineer,5,75000
27,Male,Bachelor's Degree,Developer,2,65000
38,Female,PhD,Scientist,12,140000
32,Female,Bachelor's Degree,Product,7,110000
27,Male,Bachelor's Degree, Analyst,2,50000
40,Male,PhD,Sales,14,140000
39,Female,Master's Degree,Engineer,12,160000
32,Male,Bachelor's Degree,Engineer,8,190000
31,Female,Master's Degree,Financial,8,120000
29,Male,Bachelor's Degree, Analyst,4,70000
38,Female,PhD,Engineer,15,145052
25,Female,Master's Degree,Engineer,2,60000
28,Male,Bachelor's Degree,Engineer,3,85000
48,Male,PhD,Scientist,22,219000
31,Male,Bachelor's Degree,Engineer,7,120000
54,Male,Master's Degree,Engineer,32,195270
32,Male,Bachelor's Degree,Engineer,8,190000
36,Male,Bachelor's Degree,Analyst,7,60000
35,Male,Bachelor's Degree,Developer,6,80000
29,Female,High School,Sales,1,30000
33,Male,Bachelor's Degree,Engineer,7,130000
36,Male,Bachelor's Degree,Sales,11,160000
31,Female,High School,Sales,1,25000
39,Female,Bachelor's Degree,Financial,16,200000
32,Female,Master's Degree,Financial,8,120000
44,Male,Master's Degree,Engineer,18,152168
22,Female,High School,Sales,0,25000
25,Female,Bachelor's Degree,Developer,1,55000
30,Female,Bachelor's Degree,Engineer,5,90000
28,Female,Bachelor's Degree,Engineer,3,70397
24,Male,PhD,Engineer,1,106686
27,Male,Bachelor's Degree,Developer,2,70000
27,Male,Bachelor's Degree,Engineer,4,160000
33,Male,PhD,Scientist,8,190000
34,Male,Bachelor's Degree,Developer,3,50000
32,Male,Bachelor's Degree,Engineer,8,190000
42,Male,Master's Degree,Engineer,19,176643
27,Male,Bachelor's Degree,Engineer,4,140000
35,Female,Master's Degree,Analyst,9,120000
32,Female,Master's Degree,Engineer,7,100000
26,Male,Bachelor's Degree,Developer,3,60000
33,Female,Bachelor's Degree,HR,6,75000
29,Female,Bachelor's Degree,Engineer,4,150000
34,Male,Master's Degree,Analyst,8,100000
40,Male,PhD,Engineer,12,160000
26,Male,Bachelor's Degree,Developer,2,60000
34,Male,Master's Degree,Developer,8,90000
27,Female,Bachelor's Degree,Engineer,4,73895
24,Female,Bachelor's Degree,Developer,2,55000
32,Male,Bachelor's Degree,Engineer,8,190000
39,Female,Bachelor's Degree,Financial,16,200000
23,Female,Bachelor's Degree,Engineer,1,50000
32,Female,PhD,Scientist,9,145000
43,Male,Bachelor's Degree,Engineer,17,149198
25,Female,Bachelor's Degree,Developer,1,55000
31,Male,Master's Degree,Engineer,7,140000
27,Male,Bachelor's Degree,Engineer,4,140000
48,Female,Master's Degree,Engineer,24,184480
25,Female,Bachelor's Degree,Developer,1,35000
37,Male,Bachelor's Degree,Product,12,150000
43,Female,Master's Degree,HR,14,146000
48,Male,PhD,Scientist,18,210000
34,Male,Master's Degree,Analyst,8,100000
48,Male,PhD,Scientist,18,210000
39,Female,Master's Degree,Engineer,12,160000
34,Male,Bachelor's Degree,Analyst,8,90000
48,Female,Bachelor's Degree,Engineer,21,163209
24,Male,Bachelor's Degree,Sales,1,35000
28,Male,High School,Sales,2,35000
22,Female,High School,Developer,0,51832
27,Female,Master's Degree,Developer,5,78354
43,Female,PhD,HR,14,140000
27,Female,Bachelor's Degree,Engineer,2,48000
32,Female,PhD,Scientist,9,145000
36,Male,Master's Degree,Engineer,13,146508
45,Male,PhD,Engineer,16,185000
38,Female,Bachelor's Degree,Analyst,10,110000
30,Female,Master's Degree,Developer,5,105000
38,Female,PhD,Scientist,12,140000
26,Female,Master's Degree,HR,3,50000
40,Male,Master's Degree,Engineer,17,151670
24,Female,Bachelor's Degree,Developer,2,55000
35,Male,Bachelor's Degree,Developer,9,125091
28,Female,Master's Degree,Engineer,4,110000
30,Male,Master's Degree,Developer,6,99363
49,Female,PhD,Engineer,17,195000
32,Male,Master's Degree,Engineer,7,135000
26,Female,Bachelor's Degree,Developer,2,45000
45,Male,PhD,Engineer,16,185000
27,Male,Bachelor's Degree,Product,3,60000
25,Male,Bachelor's Degree,Product,1,55000
24,Female,Bachelor's Degree,Developer,1,55000
35,Female,Master's Degree,Analyst,9,120000
26,Male,Bachelor's Degree, Analyst,2,50000
30,Female,Bachelor's Degree,Engineer,5,90000
40,Male,PhD,HR,13,135000
27,Female,Bachelor's Degree,Engineer,2,48000
26,Female,Master's Degree,Developer,2,70000
33,Female,Bachelor's Degree,Engineer,6,115000
31,Male,Bachelor's Degree,Sales,9,140000
42,Male,Master's Degree,Engineer,18,180000
31,Female,Master's Degree,Engineer,6,101186
27,Female,Bachelor's Degree,Engineer,1,45000
25,Female,Bachelor's Degree,Developer,1,55000
27,Male,Bachelor's Degree, Analyst,2,50000
49,Female,PhD,Engineer,19,210000
43,Female,PhD,Engineer,14,190000
50,Male,PhD,Engineer,19,200000
38,Female,PhD,Scientist,12,140000
28,Male,Bachelor's Degree,Developer,3,75000
32,Male,Bachelor's Degree,Developer,6,110000
42,Male,PhD,Scientist,13,140000
33,Male,PhD,HR,8,95000
30,Female,Bachelor's Degree,Engineer,5,90000
33,Female,Master's Degree,Product,11,198000
29,Male,Bachelor's Degree, Analyst,4,70000
28,Female,Bachelor's Degree, Analyst,3,60000
37,Male,Bachelor's Degree,Product,12,150000
27,Male,Bachelor's Degree,Engineer,4,140000
36,Female,PhD,Scientist,13,185000
32,Female,Master's Degree,Financial,8,120000
29,Female,Bachelor's Degree,Analyst,7,130000
36,Male,PhD,Scientist,13,180000
42,Male,Master's Degree,Product,14,180000
42,Male,Master's Degree,Engineer,19,177347
29,Male,Bachelor's Degree,Developer,4,80000
49,Male,Bachelor's Degree,Sales,21,160000
49,Female,PhD,Engineer,17,195000
32,Female,Bachelor's Degree,Sales,3,40000
24,Female,Bachelor's Degree,Developer,2,55000
26,Female,Master's Degree,Developer,1,55000
29,Female,Master's Degree,Scientist,6,180000
30,Male,Bachelor's Degree,Developer,5,100000
29,Male,Bachelor's Degree, Analyst,4,75000
43,Male,PhD,Scientist,16,160000
28,Male,Bachelor's Degree,Engineer,4,75000
40,Male,PhD,Scientist,15,150000
28,Male,Bachelor's Degree,Developer,2,70000
33,Male,PhD,Sales,10,155000
43,Male,PhD,Engineer,13,185000
38,Male,Bachelor's Degree,Developer,11,136062
26,Male,Bachelor's Degree,Analyst,3,130000
26,Female,Master's Degree,Product,2,120000
44,Female,PhD,Engineer,11,165000
30,Female,PhD,Scientist,7,170000
36,Male,Bachelor's Degree,Engineer,8,135000
24,Male,Bachelor's Degree,Analyst,1,90000
27,Male,Bachelor's Degree, Analyst,2,50000
42,Female,Master's Degree,HR,13,135000
32,Female,Master's Degree,HR,6,80000
28,Male,Bachelor's Degree,Engineer,4,75000
23,Female,Bachelor's Degree,Engineer,1,50000
30,Female,Bachelor's Degree,HR,2,40000
26,Male,Master's Degree,Engineer,4,102859
49,Male,PhD,Engineer,15,185000
49,Female,Master's Degree,HR,19,150000
28,Male,Bachelor's Degree,Engineer,4,75000
30,Female,Master's Degree,Engineer,5,100867
30,Male,High School,HR,2,33000
37,Male,PhD,Product,14,195000
35,Female,Master's Degree,Engineer,10,152039
36,Male,Bachelor's Degree,Developer,12,137878
32,Male,Bachelor's Degree,Product,7,120000
28,Male,Bachelor's Degree,Product,3,60000
27,Female,Bachelor's Degree,Engineer,3,70000
36,Male,Bachelor's Degree,Engineer,14,119224
31,Male,Bachelor's Degree,Sales,9,140000
25,Male,Bachelor's Degree,Developer,2,90249
26,Male,Bachelor's Degree,Developer,2,60000
42,Male,Master's Degree,Engineer,13,170000
27,Female,Bachelor's Degree,Engineer,3,70000
28,Female,Master's Degree,Engineer,4,110000
58,Male,Master's Degree,Engineer,27,190004
25,Female,Master's Degree,HR,1,32000
29,Male,Bachelor's Degree,Developer,4,80000
29,Male,Bachelor's Degree,Engineer,4,140000
28,Female,PhD,Scientist,5,100000
52,Male,Bachelor's Degree,Developer,25,168287
46,Male,PhD,Engineer,16,185000
36,Male,Bachelor's Degree,Sales,6,75000
58,Male,Master's Degree,Engineer,27,190004
34,Female,Bachelor's Degree,HR,6,75000
35,Male,PhD,Scientist,10,130000
29,Female,Bachelor's Degree,Financial,4,55000
43,Male,PhD,Engineer,13,185000
35,Male,Master's Degree,Engineer,7,140000
40,Female,PhD,Engineer,12,160000
36,Male,Bachelor's Degree,Sales,6,75000
27,Female,Master's Degree,Developer,2,70000
31,Female,Bachelor's Degree,Engineer,7,107718
27,Female,Bachelor's Degree,Engineer,3,70000
54,Other,High School,Engineer,29,158254
41,Male,PhD,Scientist,15,157000
38,Male,Bachelor's Degree,HR,8,95000
43,Male,PhD,Engineer,13,185000
23,Male,Bachelor's Degree,Sales,1,35000
27,Male,Bachelor's Degree,Product,2,55000
31,Male,High School,Sales,3,50000
42,Male,Master's Degree,Engineer,13,170000
27,Male,Bachelor's Degree,Engineer,1,55000
49,Male,PhD,Engineer,17,195000
23,Male,Bachelor's Degree,Sales,1,35000
43,Male,Master's Degree,Engineer,21,185119
54,Other,High School,Engineer,29,158966
30,Female,High School,Sales,1,25000
38,Male,Master's Degree,HR,8,95000
27,Male,PhD,Scientist,2,115000
26,Female,Bachelor's Degree,Developer,1,35000
32,Female,Master's Degree,Engineer,7,100000
28,Female,High School,Sales,1,30000
39,Male,PhD,Engineer,12,115000
25,Female,Bachelor's Degree,Analyst,2,110000
26,Male,Bachelor's Degree,Analyst,3,135000
29,Male,Bachelor's Degree,Developer,4,80000
45,Male,PhD,Scientist,19,190000
35,Male,PhD,Scientist,10,130000
46,Male,PhD,Engineer,16,185000
33,Female,Bachelor's Degree,Engineer,7,130000
30,Female,Bachelor's Degree,Engineer,5,90000
36,Male,Master's Degree,Engineer,7,140000
24,Female,High School,Sales,0,25000
25,Male,Bachelor's Degree,Product,1,60000
44,Female,Master's Degree,HR,15,152000
30,Female,Master's Degree,Developer,5,105000
29,Male,Bachelor's Degree,Engineer,4,65000
28,Male,Bachelor's Degree,Developer,2,70000
34,Male,Master's Degree,Analyst,8,100000
31,Female,Master's Degree,Engineer,6,114290
31,Female,Bachelor's Degree,Engineer,6,155000
48,Male,PhD,Engineer,19,200000
35,Male,Bachelor's Degree,Developer,10,128999
33,Male,PhD,Sales,10,155000
28,Female,Bachelor's Degree, Analyst,3,60000
24,Female,Bachelor's Degree,Developer,1,60000
33,Male,Bachelor's Degree,Developer,5,70000
29,Male,Bachelor's Degree,Developer,3,60000
42,Male,Master's Degree,Engineer,13,170000
28,Female,Bachelor's Degree, Analyst,3,60000
28,Male,Bachelor's Degree,Engineer,4,75000
31,Female,High School,HR,3,38000
31,Male,Bachelor's Degree,Analyst,9,195000
26,Male,Bachelor's Degree,Analyst,3,110000
27,Female,Master's Degree,Developer,5,78354
32,Male,Master's Degree,Developer,6,80000
25,Female,Master's Degree,Analyst,1,100000
30,Male,PhD,Scientist,7,185000
33,Female,Master's Degree,Product,11,198000
57,Female,PhD,Engineer,30,121450
30,Female,Master's Degree,Product,6,110000
32,Male,Bachelor's Degree,Product,7,120000
25,Female,Bachelor's Degree,Developer,1,55000
27,Male,High School,Developer,4,79767
30,Male,Bachelor's Degree,Developer,5,100000
32,Male,Bachelor's Degree,Product,7,120000
27,Male,Bachelor's Degree,Engineer,2,65000
34,Female,Bachelor's Degree,HR,9,99000
30,Male,Bachelor's Degree,Analyst,5,160000
27,Male,Bachelor's Degree,Engineer,3,80000
27,Female,Bachelor's Degree,Engineer,3,70000
44,Male,PhD,Scientist,15,150000
33,Male,Master's Degree,Scientist,10,195000
33,Male,PhD,Sales,10,155000
28,Female,Master's Degree,Analyst,3,65000
27,Male,Bachelor's Degree,Engineer,1,55000
24,Male,Bachelor's Degree,Analyst,1,90000
42,Male,PhD,Engineer,14,170000
28,Male,Bachelor's Degree,Engineer,4,160000
42,Male,Master's Degree,Product,14,180000
33,Female,Bachelor's Degree,Engineer,6,115000
44,Male,Bachelor's Degree,Engineer,13,130000
39,Female,Bachelor's Degree,Financial,16,200000
30,Female,Bachelor's Degree,Engineer,5,90000
30,Male,Bachelor's Degree,Developer,5,100000
29,Female,Master's Degree,Scientist,6,180000
49,Male,PhD,Engineer,17,195000
51,Male,PhD,Scientist,24,240000
29,Male,Bachelor's Degree,Engineer,4,70000
31,Male,Bachelor's Degree,Engineer,4,65000
28,Male,Bachelor's Degree,Engineer,4,75000
26,Female,High School,Sales,1,35000
30,Female,PhD,Scientist,7,185000
31,Male,Bachelor's Degree,Analyst,9,195000
36,Male,Master's Degree,Engineer,7,130000
26,Male,Bachelor's Degree,Product,2,55000
31,Female,Master's Degree,Financial,8,120000
26,Male,Bachelor's Degree,Developer,3,67556
46,Female,Master's Degree,Engineer,13,180000
57,Female,PhD,Engineer,33,191790
35,Male,PhD,Scientist,10,130000
27,Male,Bachelor's Degree,Engineer,4,140000
45,Male,Master's Degree,Engineer,21,180367
29,Male,Bachelor's Degree,Developer,4,80000
34,Male,Master's Degree,Analyst,8,100000
25,Male,Bachelor's Degree,Developer,1,60000
28,Female,Bachelor's Degree,Developer,2,36000
45,Female,Bachelor's Degree,Engineer,22,171036
25,Male,Bachelor's Degree,Analyst,3,135000
26,Male,Master's Degree,Engineer,4,91397
28,Male,Bachelor's Degree,Engineer,3,125000
33,Female,Master's Degree,Product,11,198000
24,Female,High School,Sales,1,30000
30,Male,Master's Degree,Engineer,5,105000
30,Male,Master's Degree,Developer,8,107895
27,Male,Bachelor's Degree,Developer,3,80000
23,Male,Bachelor's Degree,Sales,1,35000
46,Male,Bachelor's Degree,Engineer,25,166958
26,Female,Bachelor's Degree,Engineer,1,45000
32,Male,Bachelor's Degree,Engineer,8,190000
26,Male,Bachelor's Degree,Product,2,55000
26,Male,Master's Degree,Engineer,3,88678
28,Male,Bachelor's Degree,Developer,2,70000
30,Male,Bachelor's Degree,Developer,6,85000
42,Male,Master's Degree,Product,14,180000
29,Female,Master's Degree,Scientist,6,180000
42,Male,PhD,Scientist,14,140000
26,Female,High School,Sales,1,35000
33,Female,Bachelor's Degree,Engineer,6,115000
32,Female,Master's Degree,Developer,7,90000
28,Female,High School,Sales,1,25000
24,Male,Bachelor's Degree,Developer,1,40000
26,Male,Bachelor's Degree,Engineer,1,55000
31,Female,PhD,Scientist,8,140000
29,Female,Master's Degree,Scientist,6,180000
51,Male,Bachelor's Degree,Sales,22,180000
36,Male,PhD,Scientist,12,170000
25,Male,Bachelor's Degree,Product,1,60000
35,Male,Bachelor's Degree,Engineer,8,145000
44,Female,PhD,Engineer,16,190000
28,Male,Bachelor's Degree,Engineer,4,160000
37,Male,Bachelor's Degree,Analyst,11,160000
33,Female,Master's Degree,Engineer,8,105000
34,Female,Bachelor's Degree,HR,6,75000
40,Female,Master's Degree,HR,11,120000
30,Female,Bachelor's Degree,Engineer,8,180000
27,Male,Bachelor's Degree,Engineer,3,80000
25,Female,Master's Degree,Engineer,2,60000
30,Female,PhD,Scientist,7,185000
30,Female,Master's Degree,Engineer,4,92438
56,Female,PhD,Engineer,31,197354
30,Male,Master's Degree,Engineer,5,105000
40,Male,PhD,Scientist,15,150000
45,Male,PhD,Scientist,19,190000
25,Male,Bachelor's Degree,Engineer,1,55000
33,Male,PhD,Scientist,8,190000
27,Female,Bachelor's Degree,Engineer,3,65000
49,Female,Bachelor's Degree,Developer,19,120177
42,Male,PhD,Scientist,12,170000
35,Male,Master's Degree,Engineer,9,132638
34,Female,Bachelor's Degree,HR,6,75000
43,Male,PhD,Engineer,13,185000
44,Male,Master's Degree,Engineer,18,152168
34,Female,Master's Degree,Financial,6,80000
26,Male,Bachelor's Degree,Analyst,3,120000
32,Male,Bachelor's Degree,Engineer,8,190000
24,Male,High School,Sales,1,25000
31,Male,Master's Degree,Engineer,7,140000
25,Male,High School,Sales,1,30000
36,Male,Bachelor's Degree,Sales,11,160000
31,Male,Bachelor's Degree,Developer,6,85000
28,Male,Bachelor's Degree,Developer,2,70000
32,Male,Bachelor's Degree,Engineer,8,190000
27,Male,Bachelor's Degree,Engineer,4,140000
29,Male,Bachelor's Degree, Analyst,4,70000
49,Male,PhD,Engineer,15,185000
33,Female,Bachelor's Degree,Engineer,7,130000
24,Female,High School,Sales,1,30000
25,Male,Bachelor's Degree,Engineer,1,55000
28,Male,Bachelor's Degree,Engineer,5,160000
25,Female,Bachelor's Degree,Developer,1,35000
43,Male,PhD,Engineer,13,180000
31,Male,Bachelor's Degree,Analyst,9,190000
42,Male,PhD,Engineer,14,170000
28,Male,Bachelor's Degree,Engineer,4,77606
36,Male,Bachelor's Degree,Engineer,8,135000
32,Male,Master's Degree,HR,6,95000
27,Male,Bachelor's Degree,Engineer,4,140000
31,Male,Bachelor's Degree,Developer,8,100679
31,Male,Master's Degree,Scientist,9,195000
49,Female,PhD,Engineer,17,195000
62,Male,PhD,Engineer,19,200000
